PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,DOI,FCD sample size >200 ,Notes on Location information,Include
29803067,Effect of Temporal Neocortical Pathology on Seizure Freeness in Adult Patients with Temporal Lobe Epilepsy,"Kemerdere R, Ahmedov ML, Alizada O, Yeni SN, Oz B, Tanriverdi T.",World Neurosurg. 2018 Aug;116:e801-e805. doi: 10.1016/j.wneu.2018.05.095. Epub 2018 May 23.,Kemerdere R,World Neurosurg,2018,10.1016/j.wneu.2018.05.095,n,,
25405186,Epilepsy associated tumors: Review article,"Giulioni M, Marucci G, Martinoni M, Marliani AF, Toni F, Bartiromo F, Volpi L, Riguzzi P, Bisulli F, Naldi I, Michelucci R, Baruzzi A, Tinuper P, Rubboli G.",World J Clin Cases. 2014 Nov 16;2(11):623-41. doi: 10.12998/wjcc.v2.i11.623.,Giulioni M,World J Clin Cases,2014,10.12998/wjcc.v2.i11.623,n,,
29649770,Advanced dynamic statistical parametric mapping with MEG in localizing epileptogenicity of the bottom of sulcus dysplasia,"Nakajima M, Wong S, Widjaja E, Baba S, Okanishi T, Takada L, Sato Y, Iwata H, Sogabe M, Morooka H, Whitney R, Ueda Y, Ito T, Yagyu K, Ochi A, Carter Snead O 3rd, Rutka JT, Drake JM, Doesburg S, Takeuchi F, Shiraishi H, Otsubo H.",Clin Neurophysiol. 2018 Jun;129(6):1182-1191. doi: 10.1016/j.clinph.2018.03.007. Epub 2018 Mar 30.,Nakajima M,Clin Neurophysiol,2018,10.1016/j.clinph.2018.03.007,n,,
23065092,Refractory temporal lobe epilepsy caused by angiocentric glioma complicated with focal cortical dysplasia: a surgical case series,"Liu CQ, Zhou J, Qi X, Luan GM.",J Neurooncol. 2012 Dec;110(3):375-80. doi: 10.1007/s11060-012-0975-4. Epub 2012 Oct 12.,Liu CQ,J Neurooncol,2012,10.1007/s11060-012-0975-4,n,,
16274336,Treatment options and paradigms in childhood temporal lobe epilepsy,"Ray A, Wyllie E.",Expert Rev Neurother. 2005 Nov;5(6):785-801. doi: 10.1586/14737175.5.6.785.,Ray A,Expert Rev Neurother,2005,10.1586/14737175.5.6.785,n,,
26621511,"Incidence of knee cartilage surgery in Norway, 2008-2011","Engen CN, ÅrÀen A, Engebretsen L.",BMJ Open. 2015 Nov 30;5(11):e008423. doi: 10.1136/bmjopen-2015-008423.,Engen CN,BMJ Open,2015,10.1136/bmjopen-2015-008423,n,,
25937573,BRAF V600E mutation in neocortical posterior temporal epileptogenic gangliogliomas,"Martinoni M, Marucci G, de Biase D, Rubboli G, Volpi L, Riguzzi P, Marliani F, Toni F, Naldi I, Bisulli F, Tinuper P, Michelucci R, Baruzzi A, Tallini G, Giulioni M.",J Clin Neurosci. 2015 Aug;22(8):1250-3. doi: 10.1016/j.jocn.2015.02.016. Epub 2015 Apr 27.,Martinoni M,J Clin Neurosci,2015,10.1016/j.jocn.2015.02.016,n,,
31085962,A Primer on Magnetic Resonance-Guided Laser Interstitial Thermal Therapy for Medically Refractory Epilepsy,"Lee EJ, Kalia SK, Hong SH.",J Korean Neurosurg Soc. 2019 May;62(3):353-360. doi: 10.3340/jkns.2019.0105. Epub 2019 May 1.,Lee EJ,J Korean Neurosurg Soc,2019,10.3340/jkns.2019.0105,n,,
31151097,Long-term seizure outcomes after pediatric temporal lobectomy: does brain MRI lesion matter?,"Arya R, Mangano FT, Horn PS, Kaul SK, Kaul SK, Roth C, Leach JL, Turner M, Holland KD, Greiner HM.",J Neurosurg Pediatr. 2019 May 31:1-9. doi: 10.3171/2019.4.PEDS18677. Online ahead of print.,Arya R,J Neurosurg Pediatr,2019,10.3171/2019.4.PEDS18677,n,,
22738717,"Grey-white matter abnormalities in temporal lobe epilepsy associated with hippocampal sclerosis: Inter-observer analysis, histopathological findings, and correlation with clinical variables","Kuba R, TyrlÕkovà I, Pa_ourkovà M, Hermanovà M, Horàkovà I, Bràzdil M, Rektor I.",Epilepsy Res. 2012 Nov;102(1-2):78-85. doi: 10.1016/j.eplepsyres.2012.05.002. Epub 2012 Jun 26.,Kuba R,Epilepsy Res,2012,10.1016/j.eplepsyres.2012.05.002,n,,
24328886,Dysembryoplastic neuroepithelial tumors: where are we now?,"Chassoux F, Daumas-Duport C.",Epilepsia. 2013 Dec;54 Suppl 9:129-34. doi: 10.1111/epi.12457.,Chassoux F,Epilepsia,2013,10.1111/epi.12457,n,,
29042148,Histopathology of 3_Tesla MRI-negative temporal lobe epilepsies,"Kogias E, AltenmÙller DM, Klingler JH, Schmeiser B, Urbach H, Doostkam S.",J Clin Neurosci. 2018 Jan;47:273-277. doi: 10.1016/j.jocn.2017.10.012. Epub 2017 Oct 15.,Kogias E,J Clin Neurosci,2018,10.1016/j.jocn.2017.10.012,n,,
21569023,Clinical and histopathologic correlates of 11C-alpha-methyl-L-tryptophan (AMT) PET abnormalities in children with intractable epilepsy,"Chugani HT, Kumar A, Kupsky W, Asano E, Sood S, Juhàsz C.",Epilepsia. 2011 Sep;52(9):1692-8. doi: 10.1111/j.1528-1167.2011.03103.x. Epub 2011 May 13.,Chugani HT,Epilepsia,2011,10.1111/j.1528-1167.2011.03103.x,n,,
9818929,Seizure outcome after epilepsy surgery in children and adolescents,"Wyllie E, Comair YG, Kotagal P, Bulacio J, Bingaman W, Ruggieri P.",Ann Neurol. 1998 Nov;44(5):740-8. doi: 10.1002/ana.410440507.,Wyllie E,Ann Neurol,1998,10.1002/ana.410440507,n,,
32234986,"Cingulate gyrus epilepsy: semiology, invasive EEG, and surgical approaches","Chou CC, Lee CC, Lin CF, Chen YH, Peng SJ, Hsiao FJ, Yu HY, Chen C, Chen HH, Shih YH.",Neurosurg Focus. 2020 Apr 1;48(4):E8. doi: 10.3171/2020.1.FOCUS19914.,Chou CC,Neurosurg Focus,2020,10.3171/2020.1.FOCUS19914,n,,
20542410,Diffusion tensor imaging in patients with focal epilepsy due to cortical dysplasia in the temporo-occipital region: electro-clinico-pathological correlations,"Diehl B, Tkach J, Piao Z, Ruggieri P, LaPresto E, Liu P, Fisher E, Bingaman W, Najm I.",Epilepsy Res. 2010 Aug;90(3):178-87. doi: 10.1016/j.eplepsyres.2010.03.006. Epub 2010 Jun 12.,Diehl B,Epilepsy Res,2010,10.1016/j.eplepsyres.2010.03.006,n,,
29803954,Bipolar electro-coagulation with cortextomy in the treatment of insular and insulo-opercular epilepsy explored by stereoelectro-encephalography,"Ding H, Zhou J, Guan Y, Zhai F, Wang M, Wang J, Luang G.",Epilepsy Res. 2018 Sep;145:18-26. doi: 10.1016/j.eplepsyres.2018.05.007. Epub 2018 May 24.,Ding H,Epilepsy Res,2018,10.1016/j.eplepsyres.2018.05.007,n,,
17124189,Surgical treatment of drug-resistant nocturnal frontal lobe epilepsy,"Nobili L, Francione S, Mai R, Cardinale F, Castana L, Tassi L, Sartori I, Didato G, Citterio A, Colombo N, Galli C, Lo Russo G, Cossu M.",Brain. 2007 Feb;130(Pt 2):561-73. doi: 10.1093/brain/awl322. Epub 2006 Nov 22.,Nobili L,Brain,2007,10.1093/brain/awl322,n,,
15623690,Resective reoperation for failed epilepsy surgery: seizure outcome in 64 patients,"Siegel AM, Cascino GD, Meyer FB, McClelland RL, So EL, Marsh WR, Scheithauer BW, Sharbrough FW.",Neurology. 2004 Dec 28;63(12):2298-302. doi: 10.1212/01.wnl.0000147476.86575.a7.,Siegel AM,Neurology,2004,10.1212/01.wnl.0000147476.86575.a7,n,,
22321366,Clinical features and pathological characteristics of amygdala enlargement in mesial temporal lobe epilepsy,"Kim DW, Lee SK, Chung CK, Koh YC, Choe G, Lim SD.",J Clin Neurosci. 2012 Apr;19(4):509-12. doi: 10.1016/j.jocn.2011.05.042. Epub 2012 Feb 8.,Kim DW,J Clin Neurosci,2012,10.1016/j.jocn.2011.05.042,n,,
26056053,Lesion-negative anterior cingulate epilepsy,"Lacuey N, Davila JC, Zonjy B, Amina S, Couce M, Turnbull J, Miller J, LÙders H, Lhatoo SD.",Epileptic Disord. 2015 Jun;17(2):134-42. doi: 10.1684/epd.2015.0749.,Lacuey N,Epileptic Disord,2015,10.1684/epd.2015.0749,n,,
30501912,Interrelationship of cartilage composition and chondrocyte mechanics after a partial meniscectomy in the rabbit knee joint - Experimental and numerical analysis,"Ronkainen AP, Tanska P, Fick JM, Herzog W, Korhonen RK.",J Biomech. 2019 Jan 23;83:65-75. doi: 10.1016/j.jbiomech.2018.11.024. Epub 2018 Nov 19.,Ronkainen AP,J Biomech,2019,10.1016/j.jbiomech.2018.11.024,n,,
27561188,"Clinical and electrophysiological findings in mesial temporal lobe epilepsy with hippocampal sclerosis, based on the recent histopathological classifications","Tezer FI, Xasiyev F, Soylemezoglu F, Bilginer B, Oguz KK, Saygi S.",Epilepsy Res. 2016 Nov;127:50-54. doi: 10.1016/j.eplepsyres.2016.08.012. Epub 2016 Aug 16.,Tezer FI,Epilepsy Res,2016,10.1016/j.eplepsyres.2016.08.012,n,,
31980831,"Magnetic Resonance Imaging-Guided Laser Interstitial Thermal Therapy for Epilepsy: Systematic Review of Technique, Indications, and Outcomes","Youngerman BE, Save AV, McKhann GM.",Neurosurgery. 2020 Apr 1;86(4):E366-E382. doi: 10.1093/neuros/nyz556.,Youngerman BE,Neurosurgery,2020,10.1093/neuros/nyz556,n,,
12810344,Hamartomas and epilepsy: clinical and imaging characteristics,"Diehl B, Prayson R, Najm I, Ruggieri P.",Seizure. 2003 Jul;12(5):307-11. doi: 10.1016/s1059-1311(02)00272-8.,Diehl B,Seizure,2003,10.1016/s1059-1311(02)00272-8,n,,
18637832,Nodular heterotopia: a neuropathological study of 24 patients undergoing surgery for drug-resistant epilepsy,"Meroni A, Galli C, Bramerio M, Tassi L, Colombo N, Cossu M, Lo Russo G, Garbelli R, Spreafico R.",Epilepsia. 2009 Jan;50(1):116-24. doi: 10.1111/j.1528-1167.2008.01717.x. Epub 2008 Jul 14.,Meroni A,Epilepsia,2009,10.1111/j.1528-1167.2008.01717.x,n,,
22709127,Relationship between preoperative hypometabolism and surgical outcome in neocortical epilepsy surgery,"Wong CH, Bleasel A, Wen L, Eberl S, Byth K, Fulham M, Somerville E, Mohamed A.",Epilepsia. 2012 Aug;53(8):1333-40. doi: 10.1111/j.1528-1167.2012.03547.x. Epub 2012 Jun 18.,Wong CH,Epilepsia,2012,10.1111/j.1528-1167.2012.03547.x,n,,
10465493,"Focal extratemporal epilepsy: clinical features, EEG patterns, and surgical approach",Kutsy RL.,J Neurol Sci. 1999 Jun 15;166(1):1-15. doi: 10.1016/s0022-510x(99)00107-0.,Kutsy RL,J Neurol Sci,1999,10.1016/s0022-510x(99)00107-0,n,,
19702737,Surgical treatment of the extratemporal epilepsies,Roper SN.,Epilepsia. 2009 Sep;50 Suppl 8:69-74. doi: 10.1111/j.1528-1167.2009.02239.x.,Roper SN,Epilepsia,2009,10.1111/j.1528-1167.2009.02239.x,n,,
26839983,International recommendation for a comprehensive neuropathologic workup of epilepsy surgery brain tissue: A consensus Task Force report from the ILAE Commission on Diagnostic Methods,"BlÙmcke I, Aronica E, Miyata H, Sarnat HB, Thom M, Roessler K, Rydenhag B, Jehi L, Krsek P, Wiebe S, Spreafico R.",Epilepsia. 2016 Mar;57(3):348-58. doi: 10.1111/epi.13319. Epub 2016 Feb 3.,BlÙmcke I,Epilepsia,2016,10.1111/epi.13319,n,,
24370242,Evaluation of varying morphological parameters on the biomechanics of a cranial cruciate ligament-deficient or intact canine stifle joint with a computer simulation model,"Brown NP, Bertocci GE, Marcellin-Little DJ.",Am J Vet Res. 2014 Jan;75(1):26-33. doi: 10.2460/ajvr.75.1.26.,Brown NP,Am J Vet Res,2014,10.2460/ajvr.75.1.26,n,,
28621626,A multimodal concept for invasive diagnostics and surgery based on neuronavigated voxel-based morphometric MRI postprocessing data in previously nonlesional epilepsy,"Delev D, Quesada CM, Grote A, Bostr_m JP, Elger C, Vatter H, Surges R.",J Neurosurg. 2018 Apr;128(4):1178-1186. doi: 10.3171/2016.12.JNS161676. Epub 2017 Jun 16.,Delev D,J Neurosurg,2018,10.3171/2016.12.JNS161676,n,,
9071191,[Focal cortical dysplasia and epilepsy surgery],"Mihara T, Matsuda K, Tottori T, Otsubo T, Kubota Y, Inoue Y, Watanabe Y, Hiyoshi T, Yagi K.",No To Hattatsu. 1997 Mar;29(2):134-44.,Mihara T,No To Hattatsu,1997,,n,,
8884096,Epileptic blindness in children: a localizing sign of various epileptic disorders,"Shahar E, Desatnik H, Brand N, Straussberg R, Hwang PA.",Clin Neurol Neurosurg. 1996 Aug;98(3):237-41. doi: 10.1016/0303-8467(96)00033-9.,Shahar E,Clin Neurol Neurosurg,1996,10.1016/0303-8467(96)00033-9,n,,
29033429,Cowden Syndrome with a Novel PTEN Mutation Presenting with Partial Epilepsy Related to Focal Cortical Dysplasia,"Adachi T, Takigawa H, Nomura T, Watanabe Y, Kowa H.",Intern Med. 2018 Jan 1;57(1):97-99. doi: 10.2169/internalmedicine.9052-17. Epub 2017 Oct 16.,Adachi T,Intern Med,2018,10.2169/internalmedicine.9052-17,n,,
27859041,Increased subcortical oligodendroglia-like cells in pharmacoresistant focal epilepsy in children correlate with extensive epileptogenic zones,"Sakuma S, Halliday WC, Nomura R, Baba S, Sato Y, Okanari K, Nakajima M, Widjaja E, Boelman C, Ochi A, Snead OC 3rd, Rutka JT, Drake J, Miller S, Otsubo H.",Epilepsia. 2016 Dec;57(12):2031-2038. doi: 10.1111/epi.13590. Epub 2016 Nov 8.,Sakuma S,Epilepsia,2016,10.1111/epi.13590,n,,
11488883,Neuroimaging findings of cortical dyslamination with cytomegaly,"Lee SK, Choe G, Hong KS, Nam HW, Kim JY, Chung CK, Lee DS, Chang KH.",Epilepsia. 2001 Jul;42(7):850-6. doi: 10.1046/j.1528-1157.2001.042007850.x.,Lee SK,Epilepsia,2001,10.1046/j.1528-1157.2001.042007850.x,n,,
8986096,[Cerebral cortical dysplasia associated with epilepsy: MRI and clinical aspects],"Kamiya Y, Aihara M, Hatakeyama K, Hinohara Y, Shimoda C, Kanemura H, Sata Y, Nakazawa S.",No To Hattatsu. 1997 Jan;29(1):45-50.,Kamiya Y,No To Hattatsu,1997,,n,,
25179817,Disconnective surgery in posterior quadrantic epilepsy: a series of 12 paediatric patients,"Yang PF, Mei Z, Lin Q, Pei JS, Zhang HJ, Zhong ZH, Tian J, Jia YZ, Chen ZQ, Zheng ZY.",Epileptic Disord. 2014 Sep;16(3):296-304. doi: 10.1684/epd.2014.0678.,Yang PF,Epileptic Disord,2014,10.1684/epd.2014.0678,n,,
25127098,Epilepsy surgery failure in children: a quantitative and qualitative analysis,"Englot DJ, Han SJ, Rolston JD, Ivan ME, Kuperman RA, Chang EF, Gupta N, Sullivan JE, Auguste KI.",J Neurosurg Pediatr. 2014 Oct;14(4):386-95. doi: 10.3171/2014.7.PEDS13658. Epub 2014 Aug 15.,Englot DJ,J Neurosurg Pediatr,2014,10.3171/2014.7.PEDS13658,n,,
26076845,"Surgical outcome in patients with MRI-negative, PET-positive temporal lobe epilepsy","Capraz IY, Kurt G, Akdemir É, Hirfanoglu T, Oner Y, Sengezer T, Kapucu LO, Serdaroglu A, Bilir E.",Seizure. 2015 Jul;29:63-8. doi: 10.1016/j.seizure.2015.03.015. Epub 2015 Mar 30.,Capraz IY,Seizure,2015,10.1016/j.seizure.2015.03.015,n,,
21146944,Uncovered primary seizure foci in Lennox-Gastaut syndrome after corpus callosotomy,"Hur YJ, Kang HC, Kim DS, Choi SR, Kim HD, Lee JS.",Brain Dev. 2011 Sep;33(8):672-7. doi: 10.1016/j.braindev.2010.11.005. Epub 2010 Dec 13.,Hur YJ,Brain Dev,2011,10.1016/j.braindev.2010.11.005,n,,
20491874,Surgical treatment of patients with drug-resistant hypermotor seizures,"Tao Y, Guojun Z, Yuping W, Lixin C, Wei D, Yongjie L.",Epilepsia. 2010 Oct;51(10):2124-30. doi: 10.1111/j.1528-1167.2010.02590.x.,Tao Y,Epilepsia,2010,10.1111/j.1528-1167.2010.02590.x,n,,
12615636,Occipital epilepsies: identification of specific and newly recognized syndromes,"Taylor I, Scheffer IE, Berkovic SF.",Brain. 2003 Apr;126(Pt 4):753-69. doi: 10.1093/brain/awg080.,Taylor I,Brain,2003,10.1093/brain/awg080,n,,
16417536,"Periventricular nodular heterotopia: classification, epileptic history, and genesis of epileptic discharges","Battaglia G, Chiapparini L, Franceschetti S, Freri E, Tassi L, Bassanini S, Villani F, Spreafico R, D'Incerti L, Granata T.",Epilepsia. 2006 Jan;47(1):86-97. doi: 10.1111/j.1528-1167.2006.00374.x.,Battaglia G,Epilepsia,2006,10.1111/j.1528-1167.2006.00374.x,n,,
22835665,Invasive explorations in children younger than 3 years,"Taussig D, DorfmÙller G, Fohlen M, Jalin C, Bulteau C, Ferrand-Sorbets S, Chipaux M, Delalande O.",Seizure. 2012 Oct;21(8):631-8. doi: 10.1016/j.seizure.2012.07.004. Epub 2012 Jul 25.,Taussig D,Seizure,2012,10.1016/j.seizure.2012.07.004,n,,
19025359,Long-term outcome after temporal lobe epilepsy surgery in 434 consecutive adult patients,"Elsharkawy AE, Alabbasi AH, Pannek H, Oppel F, Schulz R, Hoppe M, Hamad AP, Nayel M, Issa A, Ebner A.",J Neurosurg. 2009 Jun;110(6):1135-46. doi: 10.3171/2008.6.JNS17613.,Elsharkawy AE,J Neurosurg,2009,10.3171/2008.6.JNS17613,n,,
29620007,Ictal spitting in non-dominant temporal lobe epilepsy: an anatomo-electrophysiological correlation,"Quevedo-Diaz M, Campo AT, Vila-Vidal M, Principe A, Ley M, Rocamora R.",Epileptic Disord. 2018 Apr 1;20(2):139-145. doi: 10.1684/epd.2018.0963.,Quevedo-Diaz M,Epileptic Disord,2018,10.1684/epd.2018.0963,n,,
21346658,"Subclinical abnormal gyration pattern, a potential anatomic marker of epileptogenic zone in patients with magnetic resonance imaging-negative frontal lobe epilepsy","R_gis J, Tamura M, Park MC, McGonigal A, Rivière D, Coulon O, Bartolomei F, Girard N, Figarella-Branger D, Chauvel P, Mangin JF.",Neurosurgery. 2011 Jul;69(1):80-93; discussion 93-4. doi: 10.1227/NEU.0b013e318212bb1a.,R_gis J,Neurosurgery,2011,10.1227/NEU.0b013e318212bb1a,n,,
15834032,Seizure outcome after epilepsy surgery in patients with normal preoperative MRI,"Chapman K, Wyllie E, Najm I, Ruggieri P, Bingaman W, LÙders J, Kotagal P, Lachhwani D, Dinner D, LÙders HO.",J Neurol Neurosurg Psychiatry. 2005 May;76(5):710-3. doi: 10.1136/jnnp.2003.026757.,Chapman K,J Neurol Neurosurg Psychiatry,2005,10.1136/jnnp.2003.026757,n,,
22957247,Temporal lobe epilepsy in children,"Nickels KC, Wong-Kisiel LC, Moseley BD, Wirrell EC.",Epilepsy Res Treat. 2012;2012:849540. doi: 10.1155/2012/849540. Epub 2011 Oct 20.,Nickels KC,Epilepsy Res Treat,2012,10.1155/2012/849540,n,,
12646739,Pediatric temporal lobectomy for epilepsy,"Sinclair DB, Aronyk K, Snyder T, McKean J, Wheatley M, Bhargava R, Hoskinson M, Hao C, Colmers W.",Pediatr Neurosurg. 2003 Apr;38(4):195-205. doi: 10.1159/000069099.,Sinclair DB,Pediatr Neurosurg,2003,10.1159/000069099,n,,
17825074,Intraoperative ultrasound to define focal cortical dysplasia in epilepsy surgery,"Miller D, Knake S, Bauer S, Krakow K, Pagenstecher A, Sure U, Rosenow F.",Epilepsia. 2008 Jan;49(1):156-8. doi: 10.1111/j.1528-1167.2007.01268.x. Epub 2007 Sep 6.,Miller D,Epilepsia,2008,10.1111/j.1528-1167.2007.01268.x,n,,
22591658,A retrospective study comparing preoperative evaluations and postoperative outcomes in paediatric and adult patients undergoing surgical resection for refractory epilepsy,"Yu T, Zhang G, Kohrman MH, Wang Y, Cai L, Shu W, Piao Y, Li Y.",Seizure. 2012 Jul;21(6):444-9. doi: 10.1016/j.seizure.2012.04.010. Epub 2012 May 14.,Yu T,Seizure,2012,10.1016/j.seizure.2012.04.010,n,,
22944009,Extratemporal surface EEG features do not preclude successful surgical outcomes in drug-resistant epilepsy patients with unitemporal MRI lesions,"Garganis K, Kokkinos V, Zountsas B.",Epileptic Disord. 2012 Sep;14(3):275-89. doi: 10.1684/epd.2012.0527.,Garganis K,Epileptic Disord,2012,10.1684/epd.2012.0527,n,,
8647049,Surgery for catastrophic localization-related epilepsy in infants,Wyllie E.,Epilepsia. 1996;37 Suppl 1:S22-5. doi: 10.1111/j.1528-1157.1996.tb06019.x.,Wyllie E,Epilepsia,1996,10.1111/j.1528-1157.1996.tb06019.x,n,,
9153485,Schizencephaly: correlations of clinical and radiologic features,"Packard AM, Miller VS, Delgado MR.",Neurology. 1997 May;48(5):1427-34. doi: 10.1212/wnl.48.5.1427.,Packard AM,Neurology,1997,10.1212/wnl.48.5.1427,n,,
22816374,Seizure outcome after extratemporal epilepsy surgery in childhood,"D'Argenzio L, Colonnelli MC, Harrison S, Jacques TS, Harkness W, Scott RC, Cross JH.",Dev Med Child Neurol. 2012 Nov;54(11):995-1000. doi: 10.1111/j.1469-8749.2012.04381.x. Epub 2012 Jul 22.,D'Argenzio L,Dev Med Child Neurol,2012,10.1111/j.1469-8749.2012.04381.x,n,,
21962756,"""MRI-negative PET-positive"" temporal lobe epilepsy: invasive EEG findings, histopathology, and postoperative outcomes","Kuba R, TyrlÕkovà I, Chrastina J, Slanà B, Pa_ourkovà M, Hemza J, Bràzdil M, Novàk Z, Hermanovà M, Rektor I.",Epilepsy Behav. 2011 Nov;22(3):537-41. doi: 10.1016/j.yebeh.2011.08.019. Epub 2011 Oct 1.,Kuba R,Epilepsy Behav,2011,10.1016/j.yebeh.2011.08.019,n,,
12215554,(18)F-FDG PET in localization of frontal lobe epilepsy: comparison of visual and SPM analysis,"Kim YK, Lee DS, Lee SK, Chung CK, Chung JK, Lee MC.",J Nucl Med. 2002 Sep;43(9):1167-74.,Kim YK,J Nucl Med,2002,,n,,
29692965,"Sub-lobar dysplasia - A comprehensive evaluation with neuroimaging, magnetoencephalography and histopathology","Raghavendra K, Chaitanya G, Goutham B, Mahadevan A, Mundlamuri RC, Bharath RD, Narayannan M, Rao MB, Arivazhagan A, Satishchandra P, Sinha S.",Epilepsy Behav Case Rep. 2017 Dec 5;9:22-25. doi: 10.1016/j.ebcr.2017.11.002. eCollection 2018.,Raghavendra K,Epilepsy Behav Case Rep,2017,10.1016/j.ebcr.2017.11.002,n,,
19263356,A focal cortical dysplasia case whose seizure focuses were detected using interhemispheric grid electrode: a technical case report,"Erdem A, Açik V, Levento_lu A, Sarilar C, Cansu A.",Turk Neurosurg. 2009 Jan;19(1):63-8.,Erdem A,Turk Neurosurg,2009,,n,,
17784535,Magnetoencephalography for surgical treatment of refractory status epilepticus,"Mohamed IS, Otsubo H, Donner E, Ochi A, Sharma R, Drake J, Rutka JT, Chuang SH, Holowka S, Snead OC 3rd.",Acta Neurol Scand Suppl. 2007;186:29-36.,Mohamed IS,Acta Neurol Scand Suppl,2007,,n,,
24991708,Tailored unilobar and multilobar resections for orbitofrontal-plus epilepsy,"Serletis D, Bulacio J, Alexopoulos A, Najm I, Bingaman W, Gonzàlez-MartÕnez J.",Neurosurgery. 2014 Oct;75(4):388-97; discussion 397. doi: 10.1227/NEU.0000000000000481.,Serletis D,Neurosurgery,2014,10.1227/NEU.0000000000000481,n,,
20640459,"Apical temporal lobe resection; ""tailored"" hippocampus-sparing resection based on presurgical evaluation data","Elsharkawy AE, Pannek H, Woermann FG, Gyimesi C, Hartmann S, Aengenendt J, Ogutu T, Hoppe M, Schulz R, Pietil_ TA, Ebner A.",Acta Neurochir (Wien). 2011 Feb;153(2):231-8. doi: 10.1007/s00701-010-0734-2. Epub 2010 Jul 17.,Elsharkawy AE,Acta Neurochir (Wien),2011,10.1007/s00701-010-0734-2,n,,
25769372,Semiological and electroencephalographic features of epilepsy with amygdalar lesion,"Du X, Usui N, Terada K, Baba K, Matsuda K, Tottori T, Inoue Y.",Epilepsy Res. 2015 Mar;111:45-53. doi: 10.1016/j.eplepsyres.2015.01.007. Epub 2015 Jan 24.,Du X,Epilepsy Res,2015,10.1016/j.eplepsyres.2015.01.007,n,,
18316209,Adult-onset epilepsy associated with dysembryoplastic neuroepithelial tumors,"Burneo JG, Tellez-Zenteno J, Steven DA, Niaz N, Hader W, Pillay N, Wiebe S.",Seizure. 2008 Sep;17(6):498-504. doi: 10.1016/j.seizure.2008.01.006. Epub 2008 Mar 7.,Burneo JG,Seizure,2008,10.1016/j.seizure.2008.01.006,n,,
21921574,Hemimegalencephaly: prenatal diagnosis and outcome,"Alvarez RM, GarcÕa-DÕaz L, Màrquez J, Fajardo M, Rivas E, GarcÕa-Lozano JC, Anti_olo G.",Fetal Diagn Ther. 2011;30(3):234-8. doi: 10.1159/000329937. Epub 2011 Sep 14.,Alvarez RM,Fetal Diagn Ther,2011,10.1159/000329937,n,,
27472665,Medically resistant pediatric insular-opercular/perisylvian epilepsy. Part 2: outcome following resective surgery,"Weil AG, Le NM, Jayakar P, Resnick T, Miller I, Fallah A, Duchowny M, Bhatia S.",J Neurosurg Pediatr. 2016 Nov;18(5):523-535. doi: 10.3171/2016.4.PEDS15618. Epub 2016 Jul 29.,Weil AG,J Neurosurg Pediatr,2016,10.3171/2016.4.PEDS15618,n,,
16414290,Prognostic factors for surgery of neocortical temporal lobe epilepsy,"Janszky J, Pannek HW, Fogarasi A, Bone B, Schulz R, Behne F, Ebner A.",Seizure. 2006 Mar;15(2):125-32. doi: 10.1016/j.seizure.2005.12.002. Epub 2006 Jan 18.,Janszky J,Seizure,2006,10.1016/j.seizure.2005.12.002,n,,
26706014,Natural History and Current Treatment Options for Subependymal Giant Cell Astrocytoma in Tuberous Sclerosis Complex,"JÑ_wiak S, Mandera M, M_ynarski W.",Semin Pediatr Neurol. 2015 Dec;22(4):274-81. doi: 10.1016/j.spen.2015.10.003. Epub 2015 Oct 21.,JÑ_wiak S,Semin Pediatr Neurol,2015,10.1016/j.spen.2015.10.003,n,,
19058938,Dysembryoplastic neuroepithelial tumors in pediatric patients,"Lee J, Lee BL, Joo EY, Seo DW, Hong SB, Hong SC, Suh YL, Lee M.",Brain Dev. 2009 Oct;31(9):671-81. doi: 10.1016/j.braindev.2008.10.002. Epub 2008 Dec 5.,Lee J,Brain Dev,2009,10.1016/j.braindev.2008.10.002,n,,
25148007,The stereotactic approach for mapping epileptic networks: a prospective study of 200 patients,"Serletis D, Bulacio J, Bingaman W, Najm I, Gonzàlez-MartÕnez J.",J Neurosurg. 2014 Nov;121(5):1239-46. doi: 10.3171/2014.7.JNS132306. Epub 2014 Aug 22.,Serletis D,J Neurosurg,2014,10.3171/2014.7.JNS132306,n,,
25640545,Contribution of FDG-PET in epilepsy surgery: consistency and postoperative results compared with magnetic resonance imaging and electroencephalography,"Gokdemir S, Halac M, Albayram S, Oz B, Yeni N, Uzan M, Ozkara C.",Turk Neurosurg. 2015;25(1):53-7. doi: 10.5137/1019-5149.JTN.9752-13.1.,Gokdemir S,Turk Neurosurg,2015,10.5137/1019-5149.JTN.9752-13.1,n,,
23215740,Seizure outcome of surgical treatment of focal epilepsy associated with low-grade tumors in children,"Babini M, Giulioni M, Galassi E, Marucci G, Martinoni M, Rubboli G, Volpi L, Zucchelli M, Nicolini F, Marliani AF, Michelucci R, Calbucci F.",J Neurosurg Pediatr. 2013 Feb;11(2):214-23. doi: 10.3171/2012.11.PEDS12137. Epub 2012 Dec 7.,Babini M,J Neurosurg Pediatr,2013,10.3171/2012.11.PEDS12137,n,,
